Filename	200MP mastercurve2 (SeqTest 2)
Instrument name	
Operator	Administrator
rundate	8/8/2018
File Parameters	
[Name]
[Instrument type]
[step]
Temperature Sweep - 1
Angular frequency	Storage modulus	Loss modulus	Tan(delta)	Complex modulus	Complex viscosity	Oscillation torque	Dynamic viscosity	Out of phase component of η*	Storage compliance	Loss compliance	Time	Temperature	Oscillation strain	Oscillation stress	Phase angle	Oscillation strain (cmd)	Displacement	Computed Alpha	Delta length	Axial force	Step time
rad/s	Pa	Pa		Pa	Pa.s	g.cm	Pa.s	Pa.s	1/Pa	1/Pa	s	°C	%	Pa	°	%	rad	mm/s	mm	N	s
63.0957	156051	98396.3	0.630540	184482	2923.85	3.02242	1559.48	2473.24	4.58519e-6	2.89114e-6	1916.00	54.288	1.59816	2948.32	32.2331	2.00000	4.40693e-3	0.00000	0.03000	0.398018	1862.00
39.8107	136579	77341.7	0.566280	156957	3942.58	2.57441	1942.73	3430.70	5.54399e-6	3.13945e-6	1922.00	54.361	1.59999	2511.30	29.5220	2.00000	4.41198e-3	0.00000	0.03000	0.398018	1868.00
25.1189	121190	61379.8	0.506474	135848	5408.19	2.22623	2443.57	4824.67	6.56696e-6	3.32600e-6	1928.00	54.441	1.59860	2171.66	26.8610	2.00000	4.40814e-3	0.00000	0.03000	0.398018	1874.00
15.8489	108910	49391.8	0.453510	119586	7545.40	1.95778	3116.41	6871.75	7.61559e-6	3.45375e-6	1936.00	54.543	1.59700	1909.79	24.3948	2.00000	4.40372e-3	0.00000	0.03000	0.398018	1882.00
10.0000	98812.2	40390.6	0.408761	106749	10674.9	1.74722	4039.06	9881.22	8.67135e-6	3.54451e-6	1942.00	54.615	1.59664	1704.39	22.2328	2.00000	4.40274e-3	0.00000	0.03000	0.398018	1888.00
6.30957	90131.3	33778.7	0.374773	96253.1	15255.1	1.57495	5353.57	14284.8	9.72851e-6	3.64598e-6	1951.00	54.704	1.59614	1536.34	20.5446	2.00000	4.40136e-3	0.00000	0.03000	0.398018	1897.00
3.98107	82591.7	28836.6	0.349147	87481.1	21974.3	1.43073	7243.43	20746.1	1.07922e-5	3.76804e-6	1959.00	54.772	1.59538	1395.66	19.2465	2.00000	4.39927e-3	0.00000	0.03000	0.398018	1905.00
2.51189	75747.4	25196.5	0.332638	79828.1	31780.2	1.30550	10030.9	30155.6	1.18865e-5	3.95392e-6	1967.00	54.827	1.59530	1273.50	18.3991	2.00000	4.39903e-3	0.00000	0.03000	0.398018	1913.00
1.58489	69687.4	22414.0	0.321637	73203.3	46188.1	1.19643	14142.3	43969.8	1.30045e-5	4.18272e-6	1981.00	54.895	1.59433	1167.10	17.8297	2.00000	4.39637e-3	0.00000	0.03000	0.398018	1927.00
1.00000	64129.5	20545.6	0.320377	67340.3	67340.4	1.10120	20545.6	64129.6	1.41419e-5	4.53074e-6	2000.00	54.954	1.59518	1074.20	17.7643	2.00000	4.39871e-3	0.00000	0.03000	0.398018	1946.00
0.630957	58806.4	18739.4	0.318663	61720.0	97819.7	1.00923	29700.0	93201.9	1.54373e-5	4.91931e-6	2032.00	54.993	1.59509	984.492	17.6752	2.00000	4.39847e-3	0.00000	0.03000	0.398018	1978.00
100.000	212340	163709	0.770976	268121	2681.21	4.35596	1637.09	2123.40	2.95373e-6	2.27725e-6	2122.00	49.192	1.58480	4249.17	37.6314	2.00000	4.30273e-3	0.00000	0.01300	0.424418	2068.00
63.0957	180632	127050	0.703363	220838	3500.05	3.60105	2013.61	2862.82	3.70378e-6	2.60511e-6	2129.00	49.298	1.59065	3512.77	35.1212	2.00000	4.31863e-3	0.00000	0.01300	0.424418	2075.00
39.8107	155786	99063.1	0.635891	184616	4637.33	3.01466	2488.35	3913.18	4.57081e-6	2.90653e-6	2134.00	49.368	1.59291	2940.76	32.4519	2.00000	4.32474e-3	0.00000	0.01300	0.424418	2080.00
25.1189	136161	77751.1	0.571022	156797	6242.19	2.55866	3095.33	5420.69	5.53835e-6	3.16252e-6	2140.00	49.453	1.59183	2495.94	29.7273	2.00000	4.32183e-3	0.00000	0.01300	0.424418	2086.00
15.8489	120819	61648.2	0.510255	135638	8558.17	2.21152	3889.74	7623.13	6.56707e-6	3.35088e-6	2147.00	49.548	1.59049	2157.31	27.0332	2.00000	4.31818e-3	0.00000	0.01300	0.424418	2093.00
10.0000	108335	49507.0	0.456981	119111	11911.1	1.94146	4950.70	10833.5	7.63599e-6	3.48950e-6	2154.00	49.636	1.59000	1893.87	24.5595	2.00000	4.31686e-3	0.00000	0.01300	0.424418	2100.00
6.30957	98208.7	40507.0	0.412458	106235	16837.0	1.73082	6419.92	15565.0	8.70200e-6	3.58921e-6	2162.00	49.712	1.58930	1688.39	22.4141	2.00000	4.31496e-3	0.00000	0.01300	0.424418	2108.00
3.98107	89688.2	33905.5	0.378037	95883.1	24084.7	1.56193	8516.67	22528.7	9.75555e-6	3.68796e-6	2170.00	49.770	1.58906	1523.64	20.7085	2.00000	4.31430e-3	0.00000	0.01300	0.424418	2116.00
2.51189	82017.5	28946.5	0.352931	86975.7	34625.6	1.41644	11523.8	32651.8	1.08420e-5	3.82649e-6	2179.00	49.832	1.58863	1381.72	19.4395	2.00000	4.31312e-3	0.00000	0.01300	0.424418	2125.00
1.58489	75217.9	24997.4	0.332334	79262.9	50011.5	1.29021	15772.3	47459.3	1.19724e-5	3.97884e-6	2193.00	49.899	1.58786	1258.58	18.3834	2.00000	4.31104e-3	0.00000	0.01300	0.424418	2139.00
1.00000	69333.6	22295.5	0.321569	72830.2	72830.2	1.18578	22295.5	69333.6	1.30714e-5	4.20334e-6	2212.00	49.955	1.58823	1156.71	17.8262	2.00000	4.31206e-3	0.00000	0.01300	0.424418	2158.00
0.630957	63754.6	20795.8	0.326185	67060.6	106284	1.09206	32959.1	101044	1.41768e-5	4.62425e-6	2244.00	49.992	1.58855	1065.29	18.0655	2.00000	4.31291e-3	0.00000	0.01300	0.424418	2190.00
100.000	257065	217432	0.845825	336689	3366.89	5.44580	2174.32	2570.65	2.26770e-6	1.91808e-6	2334.00	44.167	1.57781	5312.30	40.2254	2.00000	4.22458e-3	0.00000	-2.000e-3	0.397890	2280.00
63.0957	215315	168009	0.780294	273107	4328.46	4.44238	2662.76	3412.51	2.88674e-6	2.25251e-6	2341.00	44.275	1.58673	4333.47	37.9647	2.00000	4.24847e-3	0.00000	-2.000e-3	0.397890	2287.00
39.8107	182809	130405	0.713338	224554	5640.55	3.65246	3275.62	4591.96	3.62540e-6	2.58613e-6	2346.00	44.346	1.58666	3562.92	35.5017	2.00000	4.24829e-3	0.00000	-2.000e-3	0.397890	2292.00
25.1189	157171	101644	0.646709	187174	7451.55	3.04333	4046.52	6257.10	4.48621e-6	2.90127e-6	2352.00	44.432	1.58608	2968.73	32.8911	2.00000	4.24672e-3	0.00000	-2.000e-3	0.397890	2298.00
15.8489	137195	79533.5	0.579710	158582	10005.8	2.57588	5018.23	8656.45	5.45548e-6	3.16260e-6	2360.00	44.536	1.58450	2512.74	30.1013	2.00000	4.24251e-3	0.00000	-2.000e-3	0.397890	2306.00
10.0000	121372	63030.8	0.519320	136763	13676.3	2.22083	6303.08	12137.2	6.48908e-6	3.36991e-6	2367.00	44.616	1.58405	2166.39	27.4437	2.00000	4.24130e-3	0.00000	-2.000e-3	0.397890	2313.00
6.30957	108663	50621.5	0.465856	119876	18999.1	1.94626	8022.97	17222.0	7.56168e-6	3.52265e-6	2376.00	44.708	1.58375	1898.54	24.9787	2.00000	4.24050e-3	0.00000	-2.000e-3	0.397890	2322.00
3.98107	98316.0	41201.1	0.419068	106600	26776.7	1.73045	10349.2	24695.9	8.65186e-6	3.62572e-6	2384.00	44.777	1.58352	1688.03	22.7370	2.00000	4.23987e-3	0.00000	-2.000e-3	0.397890	2330.00
2.51189	89560.6	34247.6	0.382396	95885.4	38172.7	1.55621	13634.2	35654.7	9.74120e-6	3.72499e-6	2394.00	44.836	1.58321	1518.06	20.9266	2.00000	4.23904e-3	0.00000	-2.000e-3	0.397890	2340.00
1.58489	81996.6	29239.3	0.356592	87053.9	54927.3	1.41200	18448.8	51736.3	1.08198e-5	3.85825e-6	2409.00	44.909	1.58222	1377.38	19.6258	2.00000	4.23639e-3	0.00000	-2.000e-3	0.397890	2355.00
1.00000	75550.5	25381.9	0.335960	79700.1	79700.2	1.29328	25381.9	75550.5	1.18938e-5	3.99582e-6	2428.00	44.961	1.58291	1261.58	18.5703	2.00000	4.23823e-3	0.00000	-2.000e-3	0.397890	2374.00
0.630957	69284.8	22595.3	0.326121	72876.2	115501	1.18333	35811.1	109809	1.30457e-5	4.25448e-6	2460.00	45.002	1.58395	1154.32	18.0623	2.00000	4.24104e-3	0.00000	-2.000e-3	0.397890	2406.00
100.000	311912	284504	0.912130	422175	4221.75	6.79294	2845.04	3119.12	1.75004e-6	1.59626e-6	2587.00	39.670	1.56959	6626.41	42.3689	2.00000	4.13587e-3	0.00000	-0.01900	0.451720	2533.00
63.0957	258321	219745	0.850667	339142	5375.04	5.48427	3482.72	4094.11	2.24593e-6	1.91054e-6	2594.00	39.735	1.57746	5349.82	40.3867	2.00000	4.15660e-3	0.00000	-0.01900	0.451720	2540.00
39.8107	216699	170420	0.786436	275683	6924.85	4.46227	4280.75	5443.23	2.85125e-6	2.24233e-6	2599.00	39.779	1.57894	4352.88	38.1828	2.00000	4.16052e-3	0.00000	-0.01900	0.451720	2545.00
25.1189	183985	132673	0.721109	226832	9030.33	3.67135	5281.81	7324.56	3.57582e-6	2.57855e-6	2605.00	39.820	1.57886	3581.35	35.7957	2.00000	4.16029e-3	0.00000	-0.01900	0.451720	2551.00
15.8489	158317	103624	0.654536	189215	11938.6	3.06000	6538.24	9989.13	4.42199e-6	2.89435e-6	2612.00	39.865	1.57756	2984.98	33.2062	2.00000	4.15688e-3	0.00000	-0.01900	0.451720	2558.00
10.0000	138174	81509.1	0.589903	160424	16042.4	2.59349	8150.91	13817.4	5.36895e-6	3.16716e-6	2619.00	39.896	1.57702	2529.91	30.5365	2.00000	4.15545e-3	0.00000	-0.01900	0.451720	2565.00
6.30957	122076	64733.4	0.530270	138178	21899.7	2.23336	10259.6	19347.8	6.39376e-6	3.39042e-6	2628.00	39.925	1.57667	2178.61	27.9357	2.00000	4.15454e-3	0.00000	-0.01900	0.451720	2574.00
3.98107	109366	51995.0	0.475423	121096	30418.0	1.95686	13060.6	27471.4	7.45794e-6	3.54568e-6	2636.00	39.948	1.57634	1908.89	25.4275	2.00000	4.15365e-3	0.00000	-0.01900	0.451720	2582.00
2.51189	98852.9	42341.7	0.428331	107539	42812.2	1.73774	16856.6	39354.0	8.54780e-6	3.66129e-6	2646.00	39.967	1.57630	1695.14	23.1869	2.00000	4.15354e-3	0.00000	-0.01900	0.451720	2592.00
1.58489	90082.0	35130.3	0.389981	96689.7	61007.1	1.56114	22165.7	56837.9	9.63557e-6	3.75769e-6	2661.00	39.987	1.57500	1522.87	21.3048	2.00000	4.15014e-3	0.00000	-0.01900	0.451720	2607.00
1.00000	82596.4	29743.0	0.360101	87788.4	87788.4	1.41816	29743.0	82596.4	1.07173e-5	3.85932e-6	2680.00	40.000	1.57583	1383.40	19.8040	2.00000	4.15232e-3	0.00000	-0.01900	0.451720	2626.00
0.630957	75947.6	25603.2	0.337116	80147.1	127025	1.29488	40578.3	120369	1.18233e-5	3.98582e-6	2711.00	40.006	1.57602	1263.14	18.6298	2.00000	4.15282e-3	0.00000	-0.01900	0.451720	2657.00
100.000	398628	392509	0.984649	559435	5594.35	8.95331	3925.09	3986.28	1.27370e-6	1.25415e-6	2843.00	34.696	1.56119	8733.82	44.5568	2.00000	4.05128e-3	0.00000	-0.03500	0.426092	2789.00
63.0957	325630	302002	0.927441	444117	7038.78	7.15405	4786.42	5160.88	1.65093e-6	1.53114e-6	2850.00	34.759	1.57136	6978.67	42.8441	2.00000	4.07767e-3	0.00000	-0.03500	0.426092	2796.00
39.8107	269460	233745	0.867459	356715	8960.28	5.75138	5871.42	6768.53	2.11764e-6	1.83696e-6	2855.00	34.798	1.57279	5610.39	40.9403	2.00000	4.08140e-3	0.00000	-0.03500	0.426092	2801.00
25.1189	225270	181232	0.804510	289122	11510.2	4.66015	7214.98	8968.17	2.69489e-6	2.16806e-6	2861.00	34.836	1.57231	4545.91	38.8170	2.00000	4.08016e-3	0.00000	-0.03500	0.426092	2807.00
15.8489	190736	141034	0.739417	237215	14967.2	3.82000	8898.63	12034.7	3.38961e-6	2.50634e-6	2870.00	34.882	1.57088	3726.35	36.4799	2.00000	4.07642e-3	0.00000	-0.03500	0.426092	2816.00
10.0000	163397	110177	0.674289	197072	19707.2	3.17311	11017.7	16339.7	4.20721e-6	2.83687e-6	2877.00	34.909	1.57066	3095.32	33.9913	2.00000	4.07586e-3	0.00000	-0.03500	0.426092	2823.00
6.30957	141903	86572.3	0.610079	166227	26345.2	2.67557	13720.8	22490.2	5.13560e-6	3.13312e-6	2886.00	34.939	1.57013	2609.98	31.3865	2.00000	4.07449e-3	0.00000	-0.03500	0.426092	2832.00
3.98107	125069	68474.0	0.547492	142586	35816.0	2.29482	17199.9	31415.8	6.15167e-6	3.36799e-6	2893.00	34.953	1.56997	2238.56	28.7003	2.00000	4.07407e-3	0.00000	-0.03500	0.426092	2839.00
2.51189	111379	54846.0	0.492426	124151	49425.3	1.99759	21834.6	44340.9	7.22612e-6	3.55833e-6	2903.00	34.972	1.56956	1948.62	26.2168	2.00000	4.07300e-3	0.00000	-0.03500	0.426092	2849.00
1.58489	100144	44387.3	0.443236	109540	69115.0	1.76162	28006.5	63186.4	8.34601e-6	3.69925e-6	2918.00	34.990	1.56878	1718.44	23.9047	2.00000	4.07097e-3	0.00000	-0.03500	0.426092	2864.00
1.00000	91199.3	36587.2	0.401179	98264.6	98264.6	1.58123	36587.3	91199.3	9.44489e-6	3.78909e-6	2937.00	35.001	1.56971	1542.47	21.8596	2.00000	4.07339e-3	0.00000	-0.03500	0.426092	2883.00
0.630957	83397.6	30906.6	0.370593	88940.3	140961	1.43084	48983.7	132176	1.05428e-5	3.90709e-6	2969.00	35.003	1.56933	1395.77	20.3344	2.00000	4.07242e-3	0.00000	-0.03500	0.426092	2915.00

